id,store,sales,location,min_weekly_visits,max_weekly_visits,mandatory_monday_visit,min_visit_duration,max_visit_duration,min_service_duration,max_service_duration,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close,sun_open,sun_close
s_id_39,"Del Sol, Valle Soleado Gpe","$1,710,154","25.7043414,-100.1609749",1,2,0,180,180,180,180,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00
s_id_40,"Del Sol, Villa De Juarez","$3,206,117","25.6495785,-100.1132628",1,2,0,180,180,180,180,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00
s_id_33,"Del Sol, Sendero Apodaca","$2,349,640","25.7833678,-100.2338379",0,2,0,120,180,0,360,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00
s_id_43,"HEB, Concordia","$2,145,149","25.78612086642643, -100.22577237593258",1,2,0,180,180,180,180,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_35,"Del Sol, Sendero La F‚ Mty.","$3,607,700","25.7649981,-100.190248",0,2,0,120,180,0,360,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00
s_id_51,"HEB, Guadalupe Livas","$2,281,813","25.657541,-100.182939",1,2,0,180,180,180,180,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_54,"HEB, Puerta De Hierro","$2,031,044","25.743577,-100.418861",1,2,0,180,180,180,180,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_55,"HEB, Santa Catarina","$2,357,177","25.673347,-100.430738",1,2,0,180,180,180,180,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_57,"HEB, Valle Alto","$1,807,749","25.58648,-100.258417",1,2,0,180,180,180,180,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_71,"Hiper, Sendero La Fe","$1,913,624","25.763899,-100.191108",1,2,0,180,180,180,180,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
s_id_77,"Juguetron, Galerias Valle Oriente","$1,966,479","25.638524,-100.3138732",1,2,0,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_42,"HEB, Acapulco","$1,422,985","25.723439,-100.202618",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_78,"Juguetron, Punto Valle","$2,603,228","19.3956069,-99.18108980000001",1,2,0,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_44,"HEB, Contry","$1,319,553","25.626203,-100.274981",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_45,"HEB, Cumbres","$1,507,950","25.732142,-100.397695",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_46,"HEB, De Las Lomas","$3,351,927","25.732142,-100.397695",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_47,"HEB, El Uro","$1,917,161","25.548071,-100.225566",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_48,"HEB, Escobedo","$1,670,950","25.7868016,-100.3196427",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_79,"Julio Cepeda, Contry Mty","$2,318,633","25.6296509,-100.278983",1,2,0,180,180,180,180,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
s_id_50,"HEB, Guadalupe Juarez","$1,649,076","25.678782,-100.231674",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_81,"Julio Cepeda, Galerias Monterrey","$3,351,750","25.681894,-100.3544239",1,2,0,180,180,180,180,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
s_id_88,"Julio Cepeda, Plaza Fiesta Anahuac Mty","$2,259,427","25.743101,-100.313472",1,2,0,180,180,180,180,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
s_id_53,"HEB, Los Morales","$1,482,184","25.716518,-100.247237",0,2,0,120,180,0,360,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00,6:00:00,23:00:00
s_id_95,"Liverpool, Centro","$2,221,154","25.6659036,-100.3155",1,2,0,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_98,"Liverpool, Monterrey Esfera","$2,187,262","25.5749878,-100.2432932",1,2,0,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_100,"Liverpool, Valle","$2,720,893","25.6383251,-100.3138271",1,2,0,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_103,"Sears, Monterrey Citadel","$2,237,484","25.7260698,-100.2139145",1,2,1,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_104,"Sears, Monterrey Galerías","$2,566,534","25.6805158,-100.356353",1,2,0,180,180,180,180,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
s_id_108,"Supercenter, Chapultepec","$2,992,550","25.6660015,-100.2804991",1,2,0,360,360,360,360,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00
s_id_60,"Hiper, Fresnos","$1,590,880","19.3793076,-99.1867288",0,2,0,120,180,0,360,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
s_id_61,"Hiper, Huinala","$1,353,212","25.7429954,-100.1753212",0,2,0,120,180,0,360,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
s_id_62,"Hiper, La Fe","$1,127,117","25.7207726,-100.2162201",0,2,0,120,180,0,360,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
s_id_63,"Hiper, Lincoln","$1,099,564","25.7147548,-100.3481233",0,2,0,120,180,0,360,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
s_id_64,"Hiper, San Jeronimo","$1,035,622","25.6942293,-100.3798454",0,2,0,120,180,0,360,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
s_id_114,"Supercenter, Guadalupe Nvo Leon","$3,293,316","25.6732229,-100.2025358",1,2,0,180,180,180,180,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00
s_id_121,"Supercenter, Paseo Guadalupe","$3,294,018","25.6451096,-100.1681548",1,2,0,180,180,180,180,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00
